cve_entidad,entidad,año,mes,cve_mes,fecha,viol_fam_911_acum,vio_fam_911_mensual,pob_tot_mit_año,tasa_pob_tot_vio_fam_911_mensual,pob_muj_mit_año,tasa_muj_vio_fam_911_mensual,tasa_muj_acum,tasa_pob_tot_acum
20,Oaxaca,2020,enero,A,2020-01-31,943,943,4143593,22.76,2154839,43.76,43.76,22.76
20,Oaxaca,2020,febrero,B,2020-02-29,1929,986,4143593,23.8,2154839,45.76,89.52,46.55
20,Oaxaca,2020,marzo,C,2020-03-31,3131,1202,4143593,29.01,2154839,55.78,145.30,75.56
20,Oaxaca,2020,abril,D,2020-04-30,4285,1154,4143593,27.85,2154839,53.55,198.85,103.41
20,Oaxaca,2020,mayo,E,2020-05-31,5263,978,4143593,23.6,2154839,45.39,244.24,127.02
20,Oaxaca,2020,junio,F,2020-06-30,6351,1088,4143593,26.26,2154839,50.49,294.73,153.27
20,Oaxaca,2020,julio,G,2020-07-31,7423,1072,4143593,25.87,2154839,49.75,344.48,179.14
20,Oaxaca,2020,agosto,H,2020-08-31,8545,1122,4143593,27.08,2154839,52.07,396.55,206.22
20,Oaxaca,2020,septiembre,I,2020-09-30,9618,1073,4143593,25.90,2154839,49.79,446.34,232.12
20,Oaxaca,2020,octubre,J,2020-10-30,10644,1026,4143593,24.76,2154839,47.61,493.96,256.88
21,Puebla,2020,enero,A,2020-01-31,680,680,6604451,10.3,3422131,19.87,19.87,10.30
21,Puebla,2020,febrero,B,2020-02-29,1444,764,6604451,11.57,3422131,22.33,42.20,21.86
21,Puebla,2020,marzo,C,2020-03-31,2276,832,6604451,12.6,3422131,24.31,66.51,34.46
21,Puebla,2020,abril,D,2020-04-30,3120,844,6604451,12.78,3422131,24.66,91.17,47.24
21,Puebla,2020,mayo,E,2020-05-31,3813,693,6604451,10.49,3422131,20.25,111.42,57.73
21,Puebla,2020,junio,F,2020-06-30,4462,649,6604451,9.83,3422131,18.96,130.39,67.56
21,Puebla,2020,julio,G,2020-07-31,5068,606,6604451,9.18,3422131,17.71,148.09,76.74
21,Puebla,2020,agosto,H,2020-08-31,5749,681,6604451,10.31,3422131,19.90,167.99,87.05
21,Puebla,2020,septiembre,I,2020-09-30,6392,643,6604451,9.74,3422131,18.79,186.78,96.78
21,Puebla,2020,octubre,J,2020-10-30,7186,794,6604451,12.02,3422131,23.20,209.99,108.81
22,Querétaro,2020,enero,A,2020-01-31,1674,1674,2279637,73.43,1155425,144.88,144.88,73.43
22,Querétaro,2020,febrero,B,2020-02-29,3691,2017,2279637,88.48,1155425,174.57,319.45,161.91
22,Querétaro,2020,marzo,C,2020-03-31,6158,2467,2279637,108.22,1155425,213.51,532.96,270.13
22,Querétaro,2020,abril,D,2020-04-30,8694,2536,2279637,111.25,1155425,219.49,752.45,381.38
22,Querétaro,2020,mayo,E,2020-05-31,11204,2510,2279637,110.11,1155425,217.24,969.69,491.48
22,Querétaro,2020,junio,F,2020-06-30,13707,2503,2279637,109.8,1155425,216.63,1186.32,601.28
22,Querétaro,2020,julio,G,2020-07-31,15993,2286,2279637,100.28,1155425,197.85,1384.17,701.56
22,Querétaro,2020,agosto,H,2020-08-31,16406,413,2279637,18.12,1155425,35.74,1419.91,719.68
22,Querétaro,2020,septiembre,I,2020-09-30,16907,501,2279637,21.98,1155425,43.36,1463.27,741.65
22,Querétaro,2020,octubre,J,2020-10-30,17346,439,2279637,19.26,1155425,37.99,1501.27,760.91
23,Quintana Roo,2020,enero,A,2020-01-31,1006,1006,1723259,58.38,853688,117.84,117.84,58.38
23,Quintana Roo,2020,febrero,B,2020-02-29,2019,1013,1723259,58.78,853688,118.66,236.50,117.16
23,Quintana Roo,2020,marzo,C,2020-03-31,4139,2120,1723259,123.02,853688,248.33,484.84,240.18
23,Quintana Roo,2020,abril,D,2020-04-30,6149,2010,1723259,116.64,853688,235.45,720.29,356.82
23,Quintana Roo,2020,mayo,E,2020-05-31,7906,1757,1723259,101.96,853688,205.81,926.10,458.78
23,Quintana Roo,2020,junio,F,2020-06-30,10229,2323,1723259,134.8,853688,272.11,1198.21,593.58
23,Quintana Roo,2020,julio,G,2020-07-31,12473,2244,1723259,130.22,853688,262.86,1461.07,723.80
23,Quintana Roo,2020,agosto,H,2020-08-31,14943,2470,1723259,143.33,853688,289.33,1750.41,867.14
23,Quintana Roo,2020,septiembre,I,2020-09-30,17397,2454,1723259,142.40,853688,287.46,2037.86,1009.54
23,Quintana Roo,2020,octubre,J,2020-10-30,19578,2181,1723259,126.56,853688,255.48,2293.34,1136.10
24,San Luis Potosí,2020,enero,A,2020-01-31,1335,1335,2866142,46.58,1467071,91.00,91.00,46.58
24,San Luis Potosí,2020,febrero,B,2020-02-29,2660,1325,2866142,46.23,1467071,90.32,181.31,92.81
24,San Luis Potosí,2020,marzo,C,2020-03-31,4103,1443,2866142,50.35,1467071,98.36,279.67,143.15
24,San Luis Potosí,2020,abril,D,2020-04-30,5305,1202,2866142,41.94,1467071,81.93,361.60,185.09
24,San Luis Potosí,2020,mayo,E,2020-05-31,6749,1444,2866142,50.38,1467071,98.43,460.03,235.47
24,San Luis Potosí,2020,junio,F,2020-06-30,7983,1234,2866142,43.05,1467071,84.11,544.15,278.53
24,San Luis Potosí,2020,julio,G,2020-07-31,9276,1293,2866142,45.11,1467071,88.13,632.28,323.64
24,San Luis Potosí,2020,agosto,H,2020-08-31,10851,1575,2866142,54.95,1467071,107.36,739.64,378.59
24,San Luis Potosí,2020,septiembre,I,2020-09-30,12308,1457,2866142,50.83,1467071,99.31,838.95,429.43
24,San Luis Potosí,2020,octubre,J,2020-10-30,13721,1413,2866142,49.30,1467071,96.31,935.26,478.73
25,Sinaloa,2020,enero,A,2020-01-31,1499,1499,3156674,47.49,1588251,94.38,94.38,47.49
25,Sinaloa,2020,febrero,B,2020-02-29,2979,1480,3156674,46.88,1588251,93.18,187.56,94.37
25,Sinaloa,2020,marzo,C,2020-03-31,4728,1749,3156674,55.41,1588251,110.12,297.69,149.78
25,Sinaloa,2020,abril,D,2020-04-30,6258,1530,3156674,48.47,1588251,96.33,394.02,198.25
25,Sinaloa,2020,mayo,E,2020-05-31,7748,1490,3156674,47.2,1588251,93.81,487.83,245.45
25,Sinaloa,2020,junio,F,2020-06-30,9321,1573,3156674,49.83,1588251,99.04,586.87,295.28
25,Sinaloa,2020,julio,G,2020-07-31,10824,1503,3156674,47.61,1588251,94.63,681.50,342.89
25,Sinaloa,2020,agosto,H,2020-08-31,12527,1703,3156674,53.95,1588251,107.22,788.73,396.84
25,Sinaloa,2020,septiembre,I,2020-09-30,14150,1623,3156674,51.41,1588251,102.19,890.92,448.26
25,Sinaloa,2020,octubre,J,2020-10-30,15781,1631,3156674,51.67,1588251,102.69,993.61,499.92
26,Sonora,2020,enero,A,2020-01-31,4438,4438,3074745,144.34,1546057,287.05,287.05,144.34
26,Sonora,2020,febrero,B,2020-02-29,8681,4243,3074745,138,1546057,274.44,561.49,282.33
26,Sonora,2020,marzo,C,2020-03-31,13633,4952,3074745,161.05,1546057,320.30,881.79,443.39
26,Sonora,2020,abril,D,2020-04-30,18764,5131,3074745,166.88,1546057,331.88,1213.67,610.26
26,Sonora,2020,mayo,E,2020-05-31,24079,5315,3074745,172.86,1546057,343.78,1557.45,783.12
26,Sonora,2020,junio,F,2020-06-30,29332,5253,3074745,170.84,1546057,339.77,1897.21,953.97
26,Sonora,2020,julio,G,2020-07-31,34282,4950,3074745,160.99,1546057,320.17,2217.38,1114.95
26,Sonora,2020,agosto,H,2020-08-31,39665,5383,3074745,175.07,1546057,348.18,2565.56,1290.03
26,Sonora,2020,septiembre,I,2020-09-30,44425,4760,3074745,154.81,1546057,307.88,2873.44,1444.84
26,Sonora,2020,octubre,J,2020-10-30,49187,4762,3074745,154.87,1546057,308.01,3181.45,1599.71
27,Tabasco,2020,enero,A,2020-01-31,45,45,2572287,1.75,1305707,3.45,3.45,1.75
27,Tabasco,2020,febrero,B,2020-02-29,75,30,2572287,1.17,1305707,2.30,5.74,2.92
27,Tabasco,2020,marzo,C,2020-03-31,115,40,2572287,1.56,1305707,3.06,8.81,4.47
27,Tabasco,2020,abril,D,2020-04-30,230,115,2572287,4.47,1305707,8.81,17.61,8.94
27,Tabasco,2020,mayo,E,2020-05-31,299,69,2572287,2.68,1305707,5.28,22.90,11.62
27,Tabasco,2020,junio,F,2020-06-30,361,62,2572287,2.41,1305707,4.75,27.65,14.03
27,Tabasco,2020,julio,G,2020-07-31,412,51,2572287,1.98,1305707,3.91,31.55,16.02
27,Tabasco,2020,agosto,H,2020-08-31,468,56,2572287,2.18,1305707,4.29,35.84,18.19
27,Tabasco,2020,septiembre,I,2020-09-30,533,65,2572287,2.53,1305707,4.98,40.82,20.72
27,Tabasco,2020,octubre,J,2020-10-30,616,83,2572287,3.23,1305707,6.36,47.18,23.95
28,Tamaulipas,2020,enero,A,2020-01-31,851,851,3650602,23.31,1844972,46.13,46.13,23.31
28,Tamaulipas,2020,febrero,B,2020-02-29,1698,847,3650602,23.2,1844972,45.91,92.03,46.51
28,Tamaulipas,2020,marzo,C,2020-03-31,2844,1146,3650602,31.39,1844972,62.11,154.15,77.90
28,Tamaulipas,2020,abril,D,2020-04-30,3975,1131,3650602,30.98,1844972,61.30,215.45,108.89
28,Tamaulipas,2020,mayo,E,2020-05-31,4993,1018,3650602,27.89,1844972,55.18,270.63,136.77
28,Tamaulipas,2020,junio,F,2020-06-30,6176,1183,3650602,32.41,1844972,64.12,334.75,169.18
28,Tamaulipas,2020,julio,G,2020-07-31,7090,914,3650602,25.04,1844972,49.54,384.29,194.21
28,Tamaulipas,2020,agosto,H,2020-08-31,8116,1026,3650602,28.10,1844972,55.61,439.90,222.32
28,Tamaulipas,2020,septiembre,I,2020-09-30,9097,981,3650602,26.87,1844972,53.17,493.07,249.19
28,Tamaulipas,2020,octubre,J,2020-10-30,9962,865,3650602,23.69,1844972,46.88,539.95,272.89
29,Tlaxcala,2020,enero,A,2020-01-31,296,296,1380011,21.45,707365,41.85,41.85,21.45
29,Tlaxcala,2020,febrero,B,2020-02-29,574,278,1380011,20.14,707365,39.30,81.15,41.59
29,Tlaxcala,2020,marzo,C,2020-03-31,923,349,1380011,25.29,707365,49.34,130.48,66.88
29,Tlaxcala,2020,abril,D,2020-04-30,1109,186,1380011,13.48,707365,26.29,156.78,80.36
29,Tlaxcala,2020,mayo,E,2020-05-31,1285,176,1380011,12.75,707365,24.88,181.66,93.12
29,Tlaxcala,2020,junio,F,2020-06-30,1459,174,1380011,12.61,707365,24.60,206.26,105.72
29,Tlaxcala,2020,julio,G,2020-07-31,1599,140,1380011,10.14,707365,19.79,226.05,115.87
29,Tlaxcala,2020,agosto,H,2020-08-31,1782,183,1380011,13.26,707365,25.87,251.92,129.13
29,Tlaxcala,2020,septiembre,I,2020-09-30,1980,198,1380011,14.35,707365,27.99,279.91,143.48
29,Tlaxcala,2020,octubre,J,2020-10-30,2164,184,1380011,13.33,707365,26.01,305.92,156.81
30,Veracruz de Ignacio de la Llave,2020,enero,A,2020-01-31,2984,2984,8539862,34.94,4394428,67.90,67.90,34.94
30,Veracruz de Ignacio de la Llave,2020,febrero,B,2020-02-29,5942,2958,8539862,34.64,4394428,67.31,135.22,69.58
30,Veracruz de Ignacio de la Llave,2020,marzo,C,2020-03-31,9711,3769,8539862,44.13,4394428,85.77,220.98,113.71
30,Veracruz de Ignacio de la Llave,2020,abril,D,2020-04-30,13382,3671,8539862,42.99,4394428,83.54,304.52,156.70
30,Veracruz de Ignacio de la Llave,2020,mayo,E,2020-05-31,16581,3199,8539862,37.46,4394428,72.80,377.32,194.16
30,Veracruz de Ignacio de la Llave,2020,junio,F,2020-06-30,19802,3221,8539862,37.72,4394428,73.30,450.62,231.88
30,Veracruz de Ignacio de la Llave,2020,julio,G,2020-07-31,23335,3533,8539862,41.37,4394428,80.40,531.01,273.25
30,Veracruz de Ignacio de la Llave,2020,agosto,H,2020-08-31,27036,3701,8539862,43.34,4394428,84.22,615.23,316.59
30,Veracruz de Ignacio de la Llave,2020,septiembre,I,2020-09-30,30475,3439,8539862,40.27,4394428,78.26,693.49,356.86
30,Veracruz de Ignacio de la Llave,2020,octubre,J,2020-10-30,33801,3326,8539862,38.95,4394428,75.69,769.18,395.80
31,Yucatán,2020,enero,A,2020-01-31,711,711,2259098,31.47,1146710,62.00,62.00,31.47
31,Yucatán,2020,febrero,B,2020-02-29,1551,840,2259098,37.18,1146710,73.25,135.26,68.66
31,Yucatán,2020,marzo,C,2020-03-31,2557,1006,2259098,44.53,1146710,87.73,222.99,113.19
31,Yucatán,2020,abril,D,2020-04-30,3108,551,2259098,24.39,1146710,48.05,271.04,137.58
31,Yucatán,2020,mayo,E,2020-05-31,3640,532,2259098,23.55,1146710,46.39,317.43,161.13
31,Yucatán,2020,junio,F,2020-06-30,4360,720,2259098,31.87,1146710,62.79,380.22,193.00
31,Yucatán,2020,julio,G,2020-07-31,4694,334,2259098,14.78,1146710,29.13,409.34,207.78
31,Yucatán,2020,agosto,H,2020-08-31,5030,336,2259098,14.87,1146710,29.30,438.65,222.66
31,Yucatán,2020,septiembre,I,2020-09-30,5368,338,2259098,14.96,1146710,29.48,468.12,237.62
31,Yucatán,2020,octubre,J,2020-10-30,5551,183,2259098,8.10,1146710,15.96,484.08,245.72
32,Zacatecas,2020,enero,A,2020-01-31,384,384,1666426,23.04,847637,45.30,45.30,23.04
32,Zacatecas,2020,febrero,B,2020-02-29,743,359,1666426,21.54,847637,42.35,87.66,44.59
32,Zacatecas,2020,marzo,C,2020-03-31,1278,535,1666426,32.1,847637,63.12,150.77,76.69
32,Zacatecas,2020,abril,D,2020-04-30,1764,486,1666426,29.16,847637,57.34,208.11,105.86
32,Zacatecas,2020,mayo,E,2020-05-31,2312,548,1666426,32.88,847637,64.65,272.76,138.74
32,Zacatecas,2020,junio,F,2020-06-30,2904,592,1666426,35.53,847637,69.84,342.60,174.27
32,Zacatecas,2020,julio,G,2020-07-31,3352,448,1666426,26.88,847637,52.85,395.45,201.15
32,Zacatecas,2020,agosto,H,2020-08-31,3781,429,1666426,25.74,847637,50.61,446.06,226.89
32,Zacatecas,2020,septiembre,I,2020-09-30,4247,466,1666426,27.96,847637,54.98,501.04,254.86
32,Zacatecas,2020,octubre,J,2020-10-30,4738,491,1666426,29.46,847637,57.93,558.97,284.32
33,Nacional,2020,enero,A,2020-01-31,52498,52498,127792286,41.08,65224660,80.49,80.49,41.08
33,Nacional,2020,febrero,B,2020-02-29,105356,52858,127792286,39.8,65224660,81.04,161.53,82.44
33,Nacional,2020,marzo,C,2020-03-31,170214,64858,127792286,50.75,65224660,99.44,260.97,133.20
33,Nacional,2020,abril,D,2020-04-30,230757,60543,127792286,47.38,65224660,92.82,353.79,180.57
33,Nacional,2020,mayo,E,2020-05-31,290581,59824,127792286,46.81,65224660,91.72,445.51,227.39
33,Nacional,2020,junio,F,2020-06-30,352526,61945,127792286,48.47,65224660,94.97,540.48,275.86
33,Nacional,2020,julio,G,2020-07-31,412912,60386,127792286,47.25,65224660,92.58,633.06,323.11
33,Nacional,2020,agosto,H,2020-08-31,473735,60823,127792286,47.60,65224660,93.25,726.31,370.71
33,Nacional,2020,septiembre,I,2020-09-30,531000,57265,127792286,44.81,65224660,87.80,814.11,415.52
33,Nacional,2020,octubre,J,2020-10-30,586834,55834,127792286,43.69,65224660,85.60,899.71,459.21
