cve_entidad,entidad,año,mes,cve_mes,fecha,viol_fam_911_acum,vio_fam_911_mensual,pob_tot_mit_año,tasa_pob_tot_vio_fam_911_mensual,pob_muj_mit_año,tasa_muj_vio_fam_911_mensual,tasa_muj_acum,tasa_pob_tot_acum
1,Aguascalientes,2019,enero,A,2019-01-31,1223,1223,1415421,86.41,718293,170.26,170.26,86.41
1,Aguascalientes,2019,febrero,B,2019-02-28,2398,1175,1415421,83.01,718293,163.58,333.85,169.42
1,Aguascalientes,2019,marzo,C,2019-03-31,3816,1418,1415421,100.18,718293,197.41,531.26,269.60
1,Aguascalientes,2019,abril,D,2019-04-30,5260,1444,1415421,102.02,718293,201.03,732.29,371.62
1,Aguascalientes,2019,mayo,E,2019-05-31,6840,1580,1415421,111.63,718293,219.97,952.26,483.25
1,Aguascalientes,2019,junio,F,2019-06-30,8307,1467,1415421,103.64,718293,204.23,1156.49,586.89
1,Aguascalientes,2019,julio,G,2019-07-31,9782,1475,1415421,104.21,718293,205.35,1361.84,691.10
1,Aguascalientes,2019,agosto,H,2019-08-31,11443,1661,1415421,117.35,718293,231.24,1593.08,808.45
1,Aguascalientes,2019,septiembre,I,2019-09-30,12925,1482,1415421,104.7,718293,206.32,1799.4,913.16
1,Aguascalientes,2019,octubre,J,2019-10-31,14360,1435,1415421,101.38,718293,199.78,1999.18,1014.54
1,Aguascalientes,2019,noviembre,K,2019-11-30,15662,1302,1415421,91.99,718293,181.26,2180.45,1106.53
1,Aguascalientes,2019,diciembre,L,2019-12-31,17153,1491,1415421,105.34,718293,207.58,2388.02,1211.87
2,Baja California,2019,enero,A,2019-01-31,2782,2782,3578561,77.74,1790402,155.38,155.38,77.74
2,Baja California,2019,febrero,B,2019-02-28,5222,2440,3578561,68.18,1790402,136.28,291.67,145.92
2,Baja California,2019,marzo,C,2019-03-31,8241,3019,3578561,84.36,1790402,168.62,460.29,230.29
2,Baja California,2019,abril,D,2019-04-30,11664,3423,3578561,95.65,1790402,191.19,651.47,325.94
2,Baja California,2019,mayo,E,2019-05-31,14873,3209,3578561,89.67,1790402,179.23,830.71,415.61
2,Baja California,2019,junio,F,2019-06-30,18401,3528,3578561,98.59,1790402,197.05,1027.76,514.20
2,Baja California,2019,julio,G,2019-07-31,22001,3600,3578561,100.6,1790402,201.07,1228.83,614.80
2,Baja California,2019,agosto,H,2019-08-31,25551,3550,3578561,99.2,1790402,198.28,1427.11,714.00
2,Baja California,2019,septiembre,I,2019-09-30,29019,3468,3578561,96.91,1790402,193.7,1620.81,810.91
2,Baja California,2019,octubre,J,2019-10-31,32206,3187,3578561,89.06,1790402,178,1798.81,899.97
2,Baja California,2019,noviembre,K,2019-11-30,35148,2942,3578561,82.21,1790402,164.32,1963.13,982.18
2,Baja California,2019,diciembre,L,2019-12-31,38137,2989,3578561,83.53,1790402,166.95,2130.08,1065.71
3,Baja California Sur,2019,enero,A,2019-01-31,335,335,788119,42.51,387379,86.48,86.48,42.51
3,Baja California Sur,2019,febrero,B,2019-02-28,645,310,788119,39.33,387379,80.02,166.5,81.84
3,Baja California Sur,2019,marzo,C,2019-03-31,1030,385,788119,48.85,387379,99.39,265.89,130.69
3,Baja California Sur,2019,abril,D,2019-04-30,1480,450,788119,57.1,387379,116.17,382.05,187.79
3,Baja California Sur,2019,mayo,E,2019-05-31,1882,402,788119,51.01,387379,103.77,485.83,238.80
3,Baja California Sur,2019,junio,F,2019-06-30,2354,472,788119,59.89,387379,121.84,607.67,298.69
3,Baja California Sur,2019,julio,G,2019-07-31,2813,459,788119,58.24,387379,118.49,726.16,356.93
3,Baja California Sur,2019,agosto,H,2019-08-31,3276,463,788119,58.75,387379,119.52,845.68,415.67
3,Baja California Sur,2019,septiembre,I,2019-09-30,3772,496,788119,62.93,387379,128.04,973.72,478.61
3,Baja California Sur,2019,octubre,J,2019-10-31,4204,432,788119,54.81,387379,111.52,1085.24,533.42
3,Baja California Sur,2019,noviembre,K,2019-11-30,4555,351,788119,44.54,387379,90.61,1175.85,577.96
3,Baja California Sur,2019,diciembre,L,2019-12-31,4984,429,788119,54.43,387379,110.74,1286.6,632.39
4,Campeche,2019,enero,A,2019-01-31,300,300,984046,30.49,497710,60.28,60.28,30.49
4,Campeche,2019,febrero,B,2019-02-28,708,408,984046,41.46,497710,81.98,142.25,71.95
4,Campeche,2019,marzo,C,2019-03-31,1297,589,984046,59.85,497710,118.34,260.59,131.80
4,Campeche,2019,abril,D,2019-04-30,1888,591,984046,60.06,497710,118.74,379.34,191.86
4,Campeche,2019,mayo,E,2019-05-31,2520,632,984046,64.22,497710,126.98,506.32,256.09
4,Campeche,2019,junio,F,2019-06-30,3141,621,984046,63.11,497710,124.77,631.09,319.19
4,Campeche,2019,julio,G,2019-07-31,3682,541,984046,54.98,497710,108.7,739.79,374.17
4,Campeche,2019,agosto,H,2019-08-31,4259,577,984046,58.64,497710,115.93,855.72,432.80
4,Campeche,2019,septiembre,I,2019-09-30,4781,522,984046,53.05,497710,104.88,960.6,485.85
4,Campeche,2019,octubre,J,2019-10-31,5244,463,984046,47.05,497710,93.03,1053.63,532.90
4,Campeche,2019,noviembre,K,2019-11-30,5699,455,984046,46.24,497710,91.42,1145.04,579.14
4,Campeche,2019,diciembre,L,2019-12-31,6206,507,984046,51.52,497710,101.87,1246.91,630.66
5,Coahuila de Zaragoza,2019,enero,A,2019-01-31,2662,2662,3175643,83.83,1591349,167.28,167.28,83.83
5,Coahuila de Zaragoza,2019,febrero,B,2019-02-28,5414,2752,3175643,86.66,1591349,172.94,340.21,170.49
5,Coahuila de Zaragoza,2019,marzo,C,2019-03-31,8411,2997,3175643,94.37,1591349,188.33,528.55,264.86
5,Coahuila de Zaragoza,2019,abril,D,2019-04-30,11461,3050,3175643,96.04,1591349,191.66,720.21,360.90
5,Coahuila de Zaragoza,2019,mayo,E,2019-05-31,14673,3212,3175643,101.14,1591349,201.84,922.05,462.05
5,Coahuila de Zaragoza,2019,junio,F,2019-06-30,18053,3380,3175643,106.44,1591349,212.4,1134.45,568.48
5,Coahuila de Zaragoza,2019,julio,G,2019-07-31,21326,3273,3175643,103.07,1591349,205.67,1340.12,671.55
5,Coahuila de Zaragoza,2019,agosto,H,2019-08-31,24800,3474,3175643,109.4,1591349,218.31,1558.43,780.94
5,Coahuila de Zaragoza,2019,septiembre,I,2019-09-30,27877,3077,3175643,96.89,1591349,193.36,1751.78,877.84
5,Coahuila de Zaragoza,2019,octubre,J,2019-10-31,30529,2652,3175643,83.51,1591349,166.65,1918.44,961.35
5,Coahuila de Zaragoza,2019,noviembre,K,2019-11-30,33132,2603,3175643,81.97,1591349,163.57,2082.01,1043.32
5,Coahuila de Zaragoza,2019,diciembre,L,2019-12-31,36238,3106,3175643,97.81,1591349,195.18,2277.19,1141.12
6,Colima,2019,enero,A,2019-01-31,1129,1129,772842,146.08,388317,290.74,290.74,146.08
6,Colima,2019,febrero,B,2019-02-28,2180,1051,772842,135.99,388317,270.66,561.4,282.08
6,Colima,2019,marzo,C,2019-03-31,3361,1181,772842,152.81,388317,304.13,865.53,434.89
6,Colima,2019,abril,D,2019-04-30,4457,1096,772842,141.81,388317,282.24,1147.77,576.70
6,Colima,2019,mayo,E,2019-05-31,5774,1317,772842,170.41,388317,339.16,1486.93,747.11
6,Colima,2019,junio,F,2019-06-30,7060,1286,772842,166.4,388317,331.17,1818.1,913.51
6,Colima,2019,julio,G,2019-07-31,8312,1252,772842,162,388317,322.42,2140.52,1075.51
6,Colima,2019,agosto,H,2019-08-31,9419,1107,772842,143.24,388317,285.08,2425.6,1218.75
6,Colima,2019,septiembre,I,2019-09-30,10356,937,772842,121.24,388317,241.3,2666.89,1339.99
6,Colima,2019,octubre,J,2019-10-31,11229,873,772842,112.96,388317,224.82,2891.71,1452.95
6,Colima,2019,noviembre,K,2019-11-30,12189,960,772842,124.22,388317,247.22,3138.93,1577.17
6,Colima,2019,diciembre,L,2019-12-31,13195,1006,772842,130.17,388317,259.07,3398,1707.33
7,Chiapas,2019,enero,A,2019-01-31,321,321,5647532,5.68,2883413,11.13,11.13,5.68
7,Chiapas,2019,febrero,B,2019-02-28,674,353,5647532,6.25,2883413,12.24,23.38,11.93
7,Chiapas,2019,marzo,C,2019-03-31,1088,414,5647532,7.33,2883413,14.36,37.73,19.27
7,Chiapas,2019,abril,D,2019-04-30,1526,438,5647532,7.76,2883413,15.19,52.92,27.02
7,Chiapas,2019,mayo,E,2019-05-31,1977,451,5647532,7.99,2883413,15.64,68.56,35.01
7,Chiapas,2019,junio,F,2019-06-30,2408,431,5647532,7.63,2883413,14.95,83.51,42.64
7,Chiapas,2019,julio,G,2019-07-31,2901,493,5647532,8.73,2883413,17.1,100.61,51.37
7,Chiapas,2019,agosto,H,2019-08-31,3295,394,5647532,6.98,2883413,13.66,114.27,58.34
7,Chiapas,2019,septiembre,I,2019-09-30,3698,403,5647532,7.14,2883413,13.98,128.25,65.48
7,Chiapas,2019,octubre,J,2019-10-31,4087,389,5647532,6.89,2883413,13.49,141.74,72.37
7,Chiapas,2019,noviembre,K,2019-11-30,4497,410,5647532,7.26,2883413,14.22,155.96,79.63
7,Chiapas,2019,diciembre,L,2019-12-31,4951,454,5647532,8.04,2883413,15.75,171.71,87.67
8,Chihuahua,2019,enero,A,2019-01-31,3607,3607,3765325,95.8,1898283,190.01,190.01,95.80
8,Chihuahua,2019,febrero,B,2019-02-28,7012,3405,3765325,90.43,1898283,179.37,369.39,186.23
8,Chihuahua,2019,marzo,C,2019-03-31,11067,4055,3765325,107.69,1898283,213.61,583,293.92
8,Chihuahua,2019,abril,D,2019-04-30,15531,4464,3765325,118.56,1898283,235.16,818.16,412.47
8,Chihuahua,2019,mayo,E,2019-05-31,20521,4990,3765325,132.53,1898283,262.87,1081.03,545.00
8,Chihuahua,2019,junio,F,2019-06-30,25935,5414,3765325,143.79,1898283,285.21,1366.23,688.79
8,Chihuahua,2019,julio,G,2019-07-31,31216,5281,3765325,140.25,1898283,278.2,1644.43,829.04
8,Chihuahua,2019,agosto,H,2019-08-31,36428,5212,3765325,138.42,1898283,274.56,1919,967.46
8,Chihuahua,2019,septiembre,I,2019-09-30,41205,4777,3765325,126.87,1898283,251.65,2170.65,1094.33
8,Chihuahua,2019,octubre,J,2019-10-31,45190,3985,3765325,105.83,1898283,209.93,2380.57,1200.16
8,Chihuahua,2019,noviembre,K,2019-11-30,49004,3814,3765325,101.29,1898283,200.92,2581.49,1301.45
8,Chihuahua,2019,diciembre,L,2019-12-31,52301,3297,3765325,87.56,1898283,173.68,2755.17,1389.02
9,Ciudad de México,2019,enero,A,2019-01-31,4045,4045,9031213,44.79,4716667,85.76,85.76,44.79
9,Ciudad de México,2019,febrero,B,2019-02-28,8020,3975,9031213,44.01,4716667,84.28,170.04,88.80
9,Ciudad de México,2019,marzo,C,2019-03-31,12463,4443,9031213,49.2,4716667,94.2,264.23,138.00
9,Ciudad de México,2019,abril,D,2019-04-30,19794,7331,9031213,81.17,4716667,155.43,419.66,219.17
9,Ciudad de México,2019,mayo,E,2019-05-31,28519,8725,9031213,96.61,4716667,184.98,604.64,315.78
9,Ciudad de México,2019,junio,F,2019-06-30,37334,8815,9031213,97.61,4716667,186.89,791.53,413.39
9,Ciudad de México,2019,julio,G,2019-07-31,45376,8042,9031213,89.05,4716667,170.5,962.04,502.44
9,Ciudad de México,2019,agosto,H,2019-08-31,54634,9258,9031213,102.51,4716667,196.28,1158.32,604.95
9,Ciudad de México,2019,septiembre,I,2019-09-30,62600,7966,9031213,88.21,4716667,168.89,1327.21,693.15
9,Ciudad de México,2019,octubre,J,2019-10-31,69819,7219,9031213,79.93,4716667,153.05,1480.26,773.09
9,Ciudad de México,2019,noviembre,K,2019-11-30,77709,7890,9031213,87.36,4716667,167.28,1647.54,860.45
9,Ciudad de México,2019,diciembre,L,2019-12-31,85654,7945,9031213,87.97,4716667,168.45,1815.99,948.42
10,Durango,2019,enero,A,2019-01-31,1374,1374,1852952,74.15,938770,146.36,146.36,74.15
10,Durango,2019,febrero,B,2019-02-28,2660,1286,1852952,69.4,938770,136.99,283.35,143.55
10,Durango,2019,marzo,C,2019-03-31,4174,1514,1852952,81.71,938770,161.27,444.62,225.26
10,Durango,2019,abril,D,2019-04-30,5711,1537,1852952,82.95,938770,163.72,608.35,308.21
10,Durango,2019,mayo,E,2019-05-31,7376,1665,1852952,89.86,938770,177.36,785.71,398.07
10,Durango,2019,junio,F,2019-06-30,9185,1809,1852952,97.63,938770,192.7,978.41,495.70
10,Durango,2019,julio,G,2019-07-31,10805,1620,1852952,87.43,938770,172.57,1150.97,583.12
10,Durango,2019,agosto,H,2019-08-31,12557,1752,1852952,94.55,938770,186.63,1337.6,677.68
10,Durango,2019,septiembre,I,2019-09-30,14398,1841,1852952,99.35,938770,196.11,1533.71,777.03
10,Durango,2019,octubre,J,2019-10-31,16081,1683,1852952,90.83,938770,179.28,1712.99,867.86
10,Durango,2019,noviembre,K,2019-11-30,17578,1497,1852952,80.79,938770,159.46,1872.45,948.65
10,Durango,2019,diciembre,L,2019-12-31,19364,1786,1852952,96.39,938770,190.25,2062.7,1045.04
11,Guanajuato,2019,enero,A,2019-01-31,5065,5065,6173718,82.04,3162896,160.14,160.14,82.04
11,Guanajuato,2019,febrero,B,2019-02-28,10631,5566,6173718,90.16,3162896,175.98,336.12,172.20
11,Guanajuato,2019,marzo,C,2019-03-31,16813,6182,6173718,100.13,3162896,195.45,531.57,272.33
11,Guanajuato,2019,abril,D,2019-04-30,23048,6235,6173718,100.99,3162896,197.13,728.7,373.32
11,Guanajuato,2019,mayo,E,2019-05-31,30100,7052,6173718,114.23,3162896,222.96,951.66,487.55
11,Guanajuato,2019,junio,F,2019-06-30,36379,6279,6173718,101.71,3162896,198.52,1150.18,589.26
11,Guanajuato,2019,julio,G,2019-07-31,42038,5659,6173718,91.66,3162896,178.92,1329.1,680.92
11,Guanajuato,2019,agosto,H,2019-08-31,48017,5979,6173718,96.85,3162896,189.04,1518.13,777.76
11,Guanajuato,2019,septiembre,I,2019-09-30,53664,5647,6173718,91.47,3162896,178.54,1696.67,869.23
11,Guanajuato,2019,octubre,J,2019-10-31,59194,5530,6173718,89.57,3162896,174.84,1871.51,958.81
11,Guanajuato,2019,noviembre,K,2019-11-30,64612,5418,6173718,87.76,3162896,171.3,2042.81,1046.57
11,Guanajuato,2019,diciembre,L,2019-12-31,70387,5775,6173718,93.54,3162896,182.59,2225.4,1140.11
12,Guerrero,2019,enero,A,2019-01-31,280,280,3643974,7.68,1879681,14.9,14.9,7.68
12,Guerrero,2019,febrero,B,2019-02-28,541,261,3643974,7.16,1879681,13.89,28.78,14.85
12,Guerrero,2019,marzo,C,2019-03-31,803,262,3643974,7.19,1879681,13.94,42.72,22.04
12,Guerrero,2019,abril,D,2019-04-30,1087,284,3643974,7.79,1879681,15.11,57.83,29.83
12,Guerrero,2019,mayo,E,2019-05-31,1411,324,3643974,8.89,1879681,17.24,75.07,38.72
12,Guerrero,2019,junio,F,2019-06-30,1736,325,3643974,8.92,1879681,17.29,92.36,47.64
12,Guerrero,2019,julio,G,2019-07-31,2115,379,3643974,10.4,1879681,20.16,112.52,58.04
12,Guerrero,2019,agosto,H,2019-08-31,2450,335,3643974,9.19,1879681,17.82,130.34,67.23
12,Guerrero,2019,septiembre,I,2019-09-30,2765,315,3643974,8.64,1879681,16.76,147.1,75.88
12,Guerrero,2019,octubre,J,2019-10-31,3096,331,3643974,9.08,1879681,17.61,164.71,84.96
12,Guerrero,2019,noviembre,K,2019-11-30,3417,321,3643974,8.81,1879681,17.08,181.79,93.77
12,Guerrero,2019,diciembre,L,2019-12-31,3813,396,3643974,10.87,1879681,21.07,202.85,104.64
13,Hidalgo,2019,enero,A,2019-01-31,268,268,3050720,8.78,1576562,17,17,8.78
13,Hidalgo,2019,febrero,B,2019-02-28,500,232,3050720,7.6,1576562,14.72,31.71,16.39
13,Hidalgo,2019,marzo,C,2019-03-31,824,324,3050720,10.62,1576562,20.55,52.27,27.01
13,Hidalgo,2019,abril,D,2019-04-30,1118,294,3050720,9.64,1576562,18.65,70.91,36.65
13,Hidalgo,2019,mayo,E,2019-05-31,1437,319,3050720,10.46,1576562,20.23,91.15,47.10
13,Hidalgo,2019,junio,F,2019-06-30,1746,309,3050720,10.13,1576562,19.6,110.75,57.23
13,Hidalgo,2019,julio,G,2019-07-31,2048,302,3050720,9.9,1576562,19.16,129.9,67.13
13,Hidalgo,2019,agosto,H,2019-08-31,2341,293,3050720,9.6,1576562,18.58,148.49,76.74
13,Hidalgo,2019,septiembre,I,2019-09-30,2618,277,3050720,9.08,1576562,17.57,166.06,85.82
13,Hidalgo,2019,octubre,J,2019-10-31,2932,314,3050720,10.29,1576562,19.92,185.97,96.11
13,Hidalgo,2019,noviembre,K,2019-11-30,3222,290,3050720,9.51,1576562,18.39,204.37,105.61
13,Hidalgo,2019,diciembre,L,2019-12-31,3527,305,3050720,10,1576562,19.35,223.71,115.61
14,Jalisco,2019,enero,A,2019-01-31,2921,2921,8325800,35.08,4220564,69.21,69.21,35.08
14,Jalisco,2019,febrero,B,2019-02-28,5849,2928,8325800,35.17,4220564,69.37,138.58,70.25
14,Jalisco,2019,marzo,C,2019-03-31,9028,3179,8325800,38.18,4220564,75.32,213.91,108.43
14,Jalisco,2019,abril,D,2019-04-30,12067,3039,8325800,36.5,4220564,72,285.91,144.94
14,Jalisco,2019,mayo,E,2019-05-31,15221,3154,8325800,37.88,4220564,74.73,360.64,182.82
14,Jalisco,2019,junio,F,2019-06-30,18255,3034,8325800,36.44,4220564,71.89,432.53,219.26
14,Jalisco,2019,julio,G,2019-07-31,21181,2926,8325800,35.14,4220564,69.33,501.85,254.40
14,Jalisco,2019,agosto,H,2019-08-31,24348,3167,8325800,38.04,4220564,75.04,576.89,292.44
14,Jalisco,2019,septiembre,I,2019-09-30,27386,3038,8325800,36.49,4220564,71.98,648.87,328.93
14,Jalisco,2019,octubre,J,2019-10-31,30207,2821,8325800,33.88,4220564,66.84,715.71,362.81
14,Jalisco,2019,noviembre,K,2019-11-30,32649,2442,8325800,29.33,4220564,57.86,773.57,392.14
14,Jalisco,2019,diciembre,L,2019-12-31,35306,2657,8325800,31.91,4220564,62.95,836.52,424.06
15,México,2019,enero,A,2019-01-31,511,511,17245551,2.96,8820924,5.79,5.79,2.96
15,México,2019,febrero,B,2019-02-28,1014,503,17245551,2.92,8820924,5.7,11.5,5.88
15,México,2019,marzo,C,2019-03-31,1571,557,17245551,3.23,8820924,6.31,17.81,9.11
15,México,2019,abril,D,2019-04-30,2077,506,17245551,2.93,8820924,5.74,23.55,12.04
15,México,2019,mayo,E,2019-05-31,2582,505,17245551,2.93,8820924,5.73,29.27,14.97
15,México,2019,junio,F,2019-06-30,3139,557,17245551,3.23,8820924,6.31,35.59,18.20
15,México,2019,julio,G,2019-07-31,3609,470,17245551,2.73,8820924,5.33,40.91,20.93
15,México,2019,agosto,H,2019-08-31,4139,530,17245551,3.07,8820924,6.01,46.92,24.00
15,México,2019,septiembre,I,2019-09-30,4650,511,17245551,2.96,8820924,5.79,52.72,26.96
15,México,2019,octubre,J,2019-10-31,5145,495,17245551,2.87,8820924,5.61,58.33,29.83
15,México,2019,noviembre,K,2019-11-30,5627,482,17245551,2.79,8820924,5.46,63.79,32.63
15,México,2019,diciembre,L,2019-12-31,6098,471,17245551,2.73,8820924,5.34,69.13,35.36
16,Michoacán de Ocampo,2019,enero,A,2019-01-31,290,290,4791977,6.05,2462361,11.78,11.78,6.05
16,Michoacán de Ocampo,2019,febrero,B,2019-02-28,597,307,4791977,6.41,2462361,12.47,24.25,12.46
16,Michoacán de Ocampo,2019,marzo,C,2019-03-31,907,310,4791977,6.47,2462361,12.59,36.83,18.93
16,Michoacán de Ocampo,2019,abril,D,2019-04-30,1275,368,4791977,7.68,2462361,14.95,51.78,26.61
16,Michoacán de Ocampo,2019,mayo,E,2019-05-31,1682,407,4791977,8.49,2462361,16.53,68.31,35.10
16,Michoacán de Ocampo,2019,junio,F,2019-06-30,2051,369,4791977,7.7,2462361,14.99,83.29,42.80
16,Michoacán de Ocampo,2019,julio,G,2019-07-31,2418,367,4791977,7.66,2462361,14.9,98.2,50.46
16,Michoacán de Ocampo,2019,agosto,H,2019-08-31,2782,364,4791977,7.6,2462361,14.78,112.98,58.06
16,Michoacán de Ocampo,2019,septiembre,I,2019-09-30,3121,339,4791977,7.07,2462361,13.77,126.75,65.13
16,Michoacán de Ocampo,2019,octubre,J,2019-10-31,3455,334,4791977,6.97,2462361,13.56,140.31,72.10
16,Michoacán de Ocampo,2019,noviembre,K,2019-11-30,3794,339,4791977,7.07,2462361,13.77,154.08,79.17
16,Michoacán de Ocampo,2019,diciembre,L,2019-12-31,4142,348,4791977,7.26,2462361,14.13,168.21,86.44
17,Morelos,2019,enero,A,2019-01-31,1254,1254,2022568,62,1041469,120.41,120.41,62.00
17,Morelos,2019,febrero,B,2019-02-28,2516,1262,2022568,62.4,1041469,121.17,241.58,124.40
17,Morelos,2019,marzo,C,2019-03-31,3951,1435,2022568,70.95,1041469,137.79,379.37,195.35
17,Morelos,2019,abril,D,2019-04-30,5178,1227,2022568,60.67,1041469,117.81,497.18,256.01
17,Morelos,2019,mayo,E,2019-05-31,6446,1268,2022568,62.69,1041469,121.75,618.93,318.70
17,Morelos,2019,junio,F,2019-06-30,7560,1114,2022568,55.08,1041469,106.96,725.9,373.78
17,Morelos,2019,julio,G,2019-07-31,8650,1090,2022568,53.89,1041469,104.66,830.56,427.67
17,Morelos,2019,agosto,H,2019-08-31,9702,1052,2022568,52.01,1041469,101.01,931.57,479.69
17,Morelos,2019,septiembre,I,2019-09-30,10707,1005,2022568,49.69,1041469,96.5,1028.07,529.38
17,Morelos,2019,octubre,J,2019-10-31,11701,994,2022568,49.15,1041469,95.44,1123.51,578.52
17,Morelos,2019,noviembre,K,2019-11-30,12799,1098,2022568,54.29,1041469,105.43,1228.94,632.81
17,Morelos,2019,diciembre,L,2019-12-31,13913,1114,2022568,55.08,1041469,106.96,1335.9,687.89
18,Nayarit,2019,enero,A,2019-01-31,546,546,1270646,42.97,635459,85.92,85.92,42.97
18,Nayarit,2019,febrero,B,2019-02-28,1088,542,1270646,42.66,635459,85.29,171.21,85.63
18,Nayarit,2019,marzo,C,2019-03-31,1898,810,1270646,63.75,635459,127.47,298.68,149.37
18,Nayarit,2019,abril,D,2019-04-30,2446,548,1270646,43.13,635459,86.24,384.92,192.50
18,Nayarit,2019,mayo,E,2019-05-31,2446,0,1270646,0,635459,0,384.92,192.50
18,Nayarit,2019,junio,F,2019-06-30,3182,736,1270646,57.92,635459,115.82,500.74,250.42
18,Nayarit,2019,julio,G,2019-07-31,3856,674,1270646,53.04,635459,106.07,606.81,303.47
18,Nayarit,2019,agosto,H,2019-08-31,4531,675,1270646,53.12,635459,106.22,713.03,356.59
18,Nayarit,2019,septiembre,I,2019-09-30,5800,1269,1270646,99.87,635459,199.7,912.73,456.46
18,Nayarit,2019,octubre,J,2019-10-31,6484,684,1270646,53.83,635459,107.64,1020.36,510.29
18,Nayarit,2019,noviembre,K,2019-11-30,7071,587,1270646,46.2,635459,92.37,1112.74,556.49
18,Nayarit,2019,diciembre,L,2019-12-31,7757,686,1270646,53.99,635459,107.95,1220.69,610.48
19,Nuevo León,2019,enero,A,2019-01-31,4548,4548,5533147,82.2,2767266,164.35,164.35,82.20
19,Nuevo León,2019,febrero,B,2019-02-28,8989,4441,5533147,80.26,2767266,160.48,324.83,162.46
19,Nuevo León,2019,marzo,C,2019-03-31,14139,5150,5533147,93.08,2767266,186.1,510.94,255.53
19,Nuevo León,2019,abril,D,2019-04-30,19828,5689,5533147,102.82,2767266,205.58,716.52,358.35
19,Nuevo León,2019,mayo,E,2019-05-31,26628,6800,5533147,122.9,2767266,245.73,962.25,481.25
19,Nuevo León,2019,junio,F,2019-06-30,33577,6949,5533147,125.59,2767266,251.11,1213.36,606.83
19,Nuevo León,2019,julio,G,2019-07-31,40268,6691,5533147,120.93,2767266,241.79,1455.15,727.76
19,Nuevo León,2019,agosto,H,2019-08-31,47503,7235,5533147,130.76,2767266,261.45,1716.6,858.52
19,Nuevo León,2019,septiembre,I,2019-09-30,54741,7238,5533147,130.81,2767266,261.56,1978.16,989.33
19,Nuevo León,2019,octubre,J,2019-10-31,61093,6352,5533147,114.8,2767266,229.54,2207.7,1104.13
19,Nuevo León,2019,noviembre,K,2019-11-30,66677,5584,5533147,100.92,2767266,201.79,2409.49,1205.05
19,Nuevo León,2019,diciembre,L,2019-12-31,73114,6437,5533147,116.34,2767266,232.61,2642.1,1321.38
20,Oaxaca,2019,enero,A,2019-01-31,737,737,4120741,17.89,2142659,34.4,34.4,17.89
20,Oaxaca,2019,febrero,B,2019-02-28,1345,608,4120741,14.75,2142659,28.38,62.77,32.64
20,Oaxaca,2019,marzo,C,2019-03-31,2001,656,4120741,15.92,2142659,30.62,93.39,48.56
20,Oaxaca,2019,abril,D,2019-04-30,2831,830,4120741,20.14,2142659,38.74,132.13,68.70
20,Oaxaca,2019,mayo,E,2019-05-31,3805,974,4120741,23.64,2142659,45.46,177.58,92.34
20,Oaxaca,2019,junio,F,2019-06-30,4690,885,4120741,21.48,2142659,41.3,218.89,113.81
20,Oaxaca,2019,julio,G,2019-07-31,5554,864,4120741,20.97,2142659,40.32,259.21,134.78
20,Oaxaca,2019,agosto,H,2019-08-31,6438,884,4120741,21.45,2142659,41.26,300.47,156.23
20,Oaxaca,2019,septiembre,I,2019-09-30,7209,771,4120741,18.71,2142659,35.98,336.45,174.94
20,Oaxaca,2019,octubre,J,2019-10-31,8045,836,4120741,20.29,2142659,39.02,375.47,195.23
20,Oaxaca,2019,noviembre,K,2019-11-30,8898,853,4120741,20.7,2142659,39.81,415.28,215.93
20,Oaxaca,2019,diciembre,L,2019-12-31,9787,889,4120741,21.57,2142659,41.49,456.77,237.51
21,Puebla,2019,enero,A,2019-01-31,556,556,6542484,8.5,3390264,16.4,16.4,8.50
21,Puebla,2019,febrero,B,2019-02-28,1181,625,6542484,9.55,3390264,18.44,34.84,18.05
21,Puebla,2019,marzo,C,2019-03-31,1810,629,6542484,9.61,3390264,18.55,53.39,27.67
21,Puebla,2019,abril,D,2019-04-30,2520,710,6542484,10.85,3390264,20.94,74.33,38.52
21,Puebla,2019,mayo,E,2019-05-31,3209,689,6542484,10.53,3390264,20.32,94.65,49.05
21,Puebla,2019,junio,F,2019-06-30,3844,635,6542484,9.71,3390264,18.73,113.38,58.75
21,Puebla,2019,julio,G,2019-07-31,4475,631,6542484,9.64,3390264,18.61,132,68.40
21,Puebla,2019,agosto,H,2019-08-31,5128,653,6542484,9.98,3390264,19.26,151.26,78.38
21,Puebla,2019,septiembre,I,2019-09-30,5785,657,6542484,10.04,3390264,19.38,170.64,88.42
21,Puebla,2019,octubre,J,2019-10-31,6388,603,6542484,9.22,3390264,17.79,188.42,97.64
21,Puebla,2019,noviembre,K,2019-11-30,7019,631,6542484,9.64,3390264,18.61,207.03,107.28
21,Puebla,2019,diciembre,L,2019-12-31,7768,749,6542484,11.45,3390264,22.09,229.13,118.73
22,Querétaro,2019,enero,A,2019-01-31,1337,1337,2239112,59.71,1135018,117.8,117.8,59.71
22,Querétaro,2019,febrero,B,2019-02-28,2626,1289,2239112,57.57,1135018,113.57,231.36,117.28
22,Querétaro,2019,marzo,C,2019-03-31,4349,1723,2239112,76.95,1135018,151.8,383.17,194.23
22,Querétaro,2019,abril,D,2019-04-30,6051,1702,2239112,76.01,1135018,149.95,533.12,270.24
22,Querétaro,2019,mayo,E,2019-05-31,7988,1937,2239112,86.51,1135018,170.66,703.78,356.75
